web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,page6,page6-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572919159-9008","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/15480-Watsonville-Rd-Morgan-Hill-CA-95037/19851302_zpid/","Morgan Hill, CA 95037","Lot/land","15480 Watsonville Rd,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","null","7.35 acres","null","None","$2,500,000","null","null","null","null","null","null","$3,200/mo","2","8","null","{""targetDiv"":""gpt-ad-48ff80eb-ddda-4b5f-b1ef-f588da88cc86"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""15480 Watsonville Rd"",""mlat"":""37.103304"",""bd"":""0"",""fsbid"":""13698"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbdcftlqpubuq1000000000.jpg"",""zusr"":""true"",""city"":""Morgan_hill"",""proptp"":""lot"",""pid"":""19851302"",""lot"":""8"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""1658646727741950642"",""premieragent"":""no"",""price"":""2500000"",""posting_url"":""http://www.scountyrealty.com"",""mlong"":""-121.637132"",""state"":""CA"",""prange"":""2_5-2_999m""}}","null","null","null","null"
"1572920258-10059","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/15775-Uvas-Rd-Morgan-Hill-CA-95037/2143320954_zpid/","Morgan Hill, CA 95037","For sale","15775 Uvas Rd,","","","","","","","","","","","1,450","3","2","$977,198","$980,000","Single Family","1977","Other, Wall","Wall","Single Family","5 acres","$3,440/mo","7","4","7","{""targetDiv"":""gpt-ad-3eb9ec31-014b-4f63-8e5e-80d6a028d5de"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""15775 Uvas Rd"",""bd"":""3"",""fsbid"":""15263"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2143320954"",""lot"":""7,8"",""zestibuck"":""900-999k"",""listtp"":""buy_agent"",""zguidh"":""-3537455119547686278"",""sqftrange"":""1000-1499"",""price"":""980000"",""sqft"":""1450"",""posting_url"":""http://homecoin.com"",""mlong"":""-121.714569"",""state"":""CA"",""park"":""yes"",""prange"":""900-999k"",""zip"":""95037"",""mlat"":""37.082443"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS76wm96jq4nbg0000000000.jpg"",""zusr"":""true"",""price_band"":""z900"",""yrblt"":""1970-1979"",""zestimate"":""977198"",""premieragent"":""no""}}","null","null","null","null"
"1572920322-10072","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/895-Alkire-Ave-Morgan-Hill-CA-95037/19850187_zpid/","Morgan Hill, CA 95037","For sale","895 Alkire Ave,","","","","","","","","","","","2,434","4","3","$944,257","$799,950","Single Family","1979","Forced air","None","Single Family","9,086 sqft","$3,600/mo","2","4","7","{""targetDiv"":""gpt-ad-d50dd52e-59a3-44f9-847a-dcfc03938c98"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""895 Alkire Ave"",""bd"":""4"",""fsbid"":""16701"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19850187"",""lot"":""2"",""zestibuck"":""900-999k"",""listtp"":""buy_agent"",""zguidh"":""-3911637727446585207"",""sqftrange"":""2000-2499"",""price"":""799950"",""sqft"":""2434"",""posting_url"":""http://www.rogermalech.com"",""mlong"":""-121.664807"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""95037"",""mlat"":""37.122651"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISny02o5kov27a0000000000.jpg"",""zusr"":""true"",""price_band"":""z900"",""yrblt"":""1970-1979"",""zestimate"":""944257"",""premieragent"":""no""}}","null","null","null","null"
"1572919182-9030","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/borello-ranch-estates/2082558691_zpid/","Morgan Hill, CA 95037","New construction","Lot #0108, Borello Ranch Estates,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","3,595","4","4","None","$1,804,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","7","{""targetDiv"":""gpt-ad-4bc0aa86-77dd-4ed9-aa87-255c4e003bd2"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" JUX1JV"",""aamgnrc1"":""18620 Corte Bautista"",""bd"":""4"",""fsbid"":""830"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2091898926"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3500-3999"",""price"":""1804995"",""sqft"":""3595"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Borello-Ranch-Estates/Alegra?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=451902&nhf_listing_type=plan&utm_term=plan_Alegra&utm_campaign=Morgan+Hill%2FCA"",""state"":""CA"",""mlong"":""-121.634912"",""cnty"":""Sonoma"",""prange"":""1_5-1_999m"",""zip"":""95037"",""mlat"":""37.1646"",""plid"":""2117748"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISq9c5k7iqbvu40000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808777"",""dma"":""37""}}","null","null","null","null"
"1572920180-10031","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/17145-Creekside-Cir-Morgan-Hill-CA-95037/19843277_zpid/","Morgan Hill, CA 95037","For sale","17145 Creekside Cir,","","","","","","","","","","","1,260","2","3","$621,662","$625,000","Townhouse","1986","Forced air","None","Townhouse","1,716 sqft","$2,800/mo","3","6","8","{""targetDiv"":""gpt-ad-044e6258-2b48-4a1d-9923-efee8ba2ebc1"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""17145 Creekside Cir"",""bd"":""2"",""fsbid"":""16701"",""city"":""Morgan_Hill"",""proptp"":""twn"",""pid"":""19843277"",""lot"":""1"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""3586107053285920047"",""sqftrange"":""1000-1499"",""price"":""625000"",""sqft"":""1260"",""posting_url"":"""",""mlong"":""-121.645576"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""95037"",""mlat"":""37.128763"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf4o971dh5ugk1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""1980-1989"",""zestimate"":""621662"",""premieragent"":""no""}}","null","null","null","null"
"1572919950-9871","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/14632-Excaliber-Ct-Morgan-Hill-CA-95037/19851992_zpid/","Morgan Hill, CA 95037","For sale","14632 Excaliber Ct,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","1,350","2","2","$729,002","$729,000","Single Family","1997","Forced air","Central","Single Family","3,467 sqft","$2,960/mo","2","8","null","{""targetDiv"":""gpt-ad-21762e56-cb45-4824-9051-4f829fa78613"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""14632 Excaliber Ct"",""bd"":""2"",""fsbid"":""16701"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19851992"",""lot"":""1"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""1463888867293118295"",""sqftrange"":""1000-1499"",""price"":""729000"",""sqft"":""1350"",""posting_url"":""http://www.pattyfilice.com"",""mlong"":""-121.640402"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""95037"",""mlat"":""37.092806"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvo2vukbsrnk11000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""1990-1999"",""zestimate"":""729002"",""premieragent"":""no""}}","null","null","null","null"
"1572919549-9448","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/borello-ranch-estates/2090696630_zpid/","Morgan Hill, CA 95037","New construction","Lot #0016, Borello Ranch Estates,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","3,595","4","3.5","None","$1,804,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","8","{""targetDiv"":""gpt-ad-3f4873d6-bc59-4276-b1db-cb91e246e185"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" JUX1JV"",""aamgnrc1"":""18620 Corte Bautista"",""bd"":""4"",""fsbid"":""830"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2091898926"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3500-3999"",""price"":""1804995"",""sqft"":""3595"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Borello-Ranch-Estates/Alegra?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=451902&nhf_listing_type=plan&utm_term=plan_Alegra&utm_campaign=Morgan+Hill%2FCA"",""state"":""CA"",""mlong"":""-121.634912"",""cnty"":""Contra_Costa"",""prange"":""1_5-1_999m"",""zip"":""95037"",""mlat"":""37.1646"",""plid"":""2117748"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISq9c5k7iqbvu40000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808777"",""dma"":""37""}}","null","null","null","null"
"1572920292-10066","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/lantana/2085121944_zpid/","Morgan Hill, CA 95037","New construction","Buildable plan: Residence Twelve, Lantana,","","","","","","","","","","","3,930","5","5","$1,531,842","$1,599,000","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","6","6","7","{""targetDiv"":""gpt-ad-eb3f0d32-8586-41b7-a1e9-90a1b70993df"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" Z7RKQH"",""aamgnrc1"":""Appointment Only"",""bd"":""5"",""fsbid"":""11527"",""city"":""Morgan_Hill"",""proptp"":""twn"",""pid"":""2085121944"",""zestibuck"":""1_5-1_999m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3500-3999"",""price"":""1599000"",""sqft"":""3930"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/morgan-hill/lantana?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahlen_listing_zillowtrulia_lantana"",""state"":""CA"",""mlong"":""-121.646"",""cnty"":""Santa_Clara"",""prange"":""1_5-1_999m"",""zip"":""95037"",""mlat"":""37.1579"",""plid"":""11320518"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISv8ywwasvmboa0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1531842"",""premieragent"":""no"",""builderChatId"":""11527-814446"",""dma"":""37""}}","null","null","null","null"
"1572919757-9683","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/135-Vinewood-Ln-135-Morgan-Hill-CA-95037/2127041719_zpid/","Morgan Hill, CA 95037","For sale","135 Vinewood Ln # 135,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","1,536","3","2","$343,332","$349,999","Mobile / Manufactured","1977","Forced air","Central","Mobile / Manufactured","$228","$3,300/mo","2","4","8","{""targetDiv"":""gpt-ad-f88239ad-ceb2-4d92-a9cf-76bef02c25d3"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 135"",""aamgnrc1"":""135 Vinewood Ln"",""bd"":""3"",""fsbid"":""16701"",""city"":""Morgan_Hill"",""proptp"":""mm"",""pid"":""2127041719"",""zestibuck"":""300-349k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""3689850060023416613"",""sqftrange"":""1500-1999"",""price"":""349999"",""sqft"":""1536"",""posting_url"":""http://www.cecilpotter.interorealestate.com/"",""mlong"":""-121.63888"",""state"":""CA"",""prange"":""300-349k"",""zip"":""95037"",""mlat"":""37.094213"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrtzw0cdqyamx1000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1970-1979"",""zestimate"":""343332"",""premieragent"":""no""}}","null","null","null","null"
"1572919752-9676","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/15175-Via-Corfinio-Morgan-Hill-CA-95037/19849580_zpid/","Morgan Hill, CA 95037","Pre-foreclosure / auction","15175 Via Corfinio,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","null","3","null","$624,669","$624,669","Single Family","1995","Other","No Data","Single Family","6,098 sqft","null","7","4","8","{""targetDiv"":""gpt-ad-a8adde58-f9bf-4242-b133-0fc3e61c9db4"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""15175 Via Corfinio"",""bd"":""3"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19849580"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_foreclosure"",""zguidh"":""-5210095504843640356"",""sqftrange"":""1000-1499"",""price"":""752614"",""sqft"":""1356"",""posting_url"":"""",""mlong"":""-121.645377"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""95037"",""mlat"":""37.097873"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""1990-1999"",""zestimate"":""752614"",""premieragent"":""no""}}","null","null","null","null"
"1572919870-9799","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/1510-Mission-Avenida-Morgan-Hill-CA-95037/79844879_zpid/","Morgan Hill, CA 95037","For sale","1510 Mission Avenida,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","3,577","4","4","$1,366,792","$1,395,000","Single Family","2006","Forced air","Central","Single Family","9,099 sqft","$4,200/mo","6","6","7","{""targetDiv"":""gpt-ad-70a5ac17-c6cb-483d-9526-58d460d6d012"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1510 Mission Avenida"",""bd"":""4"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""79844879"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-2695209093457124779"",""sqftrange"":""3500-3999"",""price"":""1395000"",""sqft"":""3577"",""posting_url"":""http://brokerjbarnes.com"",""mlong"":""-121.644708"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.157074"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrxyaa9evjwmr0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2000-2009"",""zestimate"":""1366792"",""premieragent"":""no""}}","null","null","null","null"
"1572919438-9313","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/18470-Castle-Hill-Dr-Morgan-Hill-CA-95037/153545564_zpid/","Morgan Hill, CA 95037","Lot/land","18470 Castle Hill Dr,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","null","2.27 acres","null","None","$450,000","null","null","null","null","null","null","$2,850/mo","2","6","8","{""targetDiv"":""gpt-ad-fcb30d37-ae78-4faa-aaca-08a47c7d4e1e"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""18470 Castle Hill Dr"",""mlat"":""37.132203"",""bd"":""0"",""fsbid"":""13698"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfw9h5324wxfd0000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""153545564"",""lot"":""7"",""listtp"":""buy_agent"",""zguidh"":""-7336323507529458437"",""premieragent"":""no"",""price"":""450000"",""posting_url"":""http://www.scountyrealty.com"",""mlong"":""-121.685285"",""state"":""CA"",""prange"":""450-499k""}}","null","null","null","null"
"1572920025-9926","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/575-San-Pedro-Ave-SPC-43-Morgan-Hill-CA-95037/2082608506_zpid/","Morgan Hill, CA 95037","For sale","575 San Pedro Ave SPC 43,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","1,652","3","2","$312,613","$315,000","Mobile / Manufactured","2001","No Data","No Data","Mobile / Manufactured","$191","$3,300/mo","4","6","8","{""targetDiv"":""gpt-ad-c9b27ff2-9fca-45f7-af81-f5f0b5780a3d"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Spc 43"",""aamgnrc1"":""575 San Pedro Ave"",""bd"":""3"",""fsbid"":""15647"",""city"":""Morgan_Hill"",""proptp"":""mm"",""pid"":""2082608506"",""zestibuck"":""300-349k"",""listtp"":""buy_agent"",""zguidh"":""5725357370134737425"",""sqftrange"":""1500-1999"",""price"":""315000"",""sqft"":""1652"",""posting_url"":""http://www.mystatemls.com/property/10641384"",""mlong"":""-121.638918"",""state"":""CA"",""prange"":""300-349k"",""zip"":""95037"",""mlat"":""37.125801"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISn67of1zc96jl1000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""2000-2009"",""zestimate"":""312613"",""premieragent"":""no""}}","null","null","null","null"
"1572919310-9172","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/borello-ranch-estates/2084371577_zpid/","Morgan Hill, CA 95037","New construction","Lot #0112, Borello Ranch Estates,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","4,167","3","4","None","$1,975,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","7","{""targetDiv"":""gpt-ad-c2d6521c-ecbf-4605-ab66-87a40533e5e1"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" VCVQTH"",""aamgnrc1"":""18620 Corte Bautista"",""bd"":""3"",""fsbid"":""830"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2091898931"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""4000-4499"",""price"":""1975995"",""sqft"":""4167"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Borello-Ranch-Estates/Campagna"",""state"":""CA"",""mlong"":""-121.634912"",""cnty"":""Santa_Clara"",""prange"":""1_5-1_999m"",""zip"":""95037"",""mlat"":""37.1646"",""plid"":""2117748"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISe0t2muzz9ejc1000000000.jpg"",""zusr"":""true"",""hood"":""Lakewood"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808777"",""dma"":""37""}}","null","null","null","null"
