"area_sqft","bedroom","bathroom","type","year_built","heating","cooling","parking","elementrary_rating","middle_school_rating","high_school_rating","annual_tax_amount","zestimate"
1488,2,2,"Mobile",,,,,6,6,9,,167638
,2,,"Condo",1983,"ForcedAir","Central",,9,6,7,,375743
1042,3,1,"Single",1926,"ForcedAir","Central",,9,6,7,,594017
911,2,2,"Condo",1983,"ForcedAir","Central",,9,6,7,,4e+05
1152,2,2,"Mobile",,,,,6,6,9,,170375
,,,"Multiple",1973,"ForcedAir","Central",,6,6,7,,1412877
939,2,2,"Condo",1984,"ForcedAir","Central",,9,6,7,,350002
1584,2,2,"Mobile",1976,,,,6,6,9,,124247
,3,,"Single",1954,,"Central",,3,6,7,,498977
1511,4,2,"Single",1967,"ForcedAir","Central",,6,6,9,,720403
2726,4,3,"Single",1999,"ForcedAir","Central",,9,6,7,,897333
,4,,"Single",1969,"ForcedAir","Central",,6,6,9,,603899
1899,4,3,"Single",1978,"ForcedAir","Central",,6,6,9,,733168
1376,3,2,"Single",1965,"ForcedAir","Central",,6,6,9,,653838
939,2,2,"Condo",1983,"ForcedAir","Central",,9,6,7,,354889
1104,3,1,"Single",1949,"ForcedAir","Central",,9,6,7,,533244
1440,2,2,"Mobile",,,,,6,6,9,,150544
916,2,1,"Single",1940,"ForcedAir",,,3,6,7,,450000
,4,,"Single",1975,,,,9,6,7,,644176
,3,,"Single",1953,,,,9,6,7,,467734
,2,,"Condo",1973,"ForcedAir",,,3,6,7,,262819
1030,2,2,"Condo",1981,"ForcedAir","Central",,9,6,7,,400001
986,2,1,"Condo",1984,"ForcedAir","Central",,6,6,9,,389003
890,2,1,"Condo",1981,,"Central",,6,6,7,,363889
,3,,"Condo",1981,"ForcedAir","Central",,9,6,7,,376835
,3,,"Single",1975,,"Central",,6,6,9,,607016
2311,4,3,"Single",1993,"ForcedAir","Central",,6,6,7,,760032
1440,2,2,"Mobile",1973,,,,6,6,9,,152505
,2,,"Single",1939,,,,7,6,7,,436989
1032,2,2,"Townhouse",1982,"ForcedAir","Central",,3,6,7,,350119
,2,,"Condo",1984,,"Central",,9,6,7,,375965
,3,,"Single",1966,,,,9,6,9,,697270
884,2,1,"Single",1926,"ForcedAir","Central",,7,6,7,,553404
1711,3,2,"Single",1934,"ForcedAir","Central",,6,6,7,,886273
1172,4,2,"Single",1953,"Wall","Wall",,3,6,7,,500250
,3,,"Single",1940,,,,6,6,7,,570783
,2,,"Condo",1983,,"Central",,9,6,7,,375566
939,2,2,"Condo",1983,"ForcedAir","Central",,9,6,7,,370001
1636,2,2,"Single",1953,"ForcedAir","Central",,3,6,7,,572047
741,2,1,"Condo",1984,"ForcedAir","Central",,3,6,7,,299001
2900,4,2,"Single",1924,"ForcedAir",,,7,6,7,,783951
,3,,"Single",1985,,"Central",,,,,,561274
1068,2,2,"Single",1926,"ForcedAir","Central",,7,6,7,,545515
1492,3,2,"Single",1946,,"Central",,7,6,7,,567493
2242,3,2,"Single",1957,"ForcedAir","Central",,6,6,7,,974221
751,2,1,"Single",1943,"Wall",,,9,6,7,,453358
1517,3,2,"Single",1976,"ForcedAir","Central",,9,6,9,,749103
1866,4,2,"Single",1947,"ForcedAir","Central",,7,6,7,,625663
1018,2,2,"Single",1984,"ForcedAir","Central",,9,6,9,,525865
805,1,1,"Condo",1981,"ForcedAir","Central",,9,6,7,,339946
763,2,1,"Condo",1973,"Wall","Wall",,3,6,7,,262808
,5,,"Single",2000,,"Central",,3,6,7,,694522
1440,2,2,"Mobile",,,,,6,6,9,,142800
,5,,"Single",1997,,"Central",,6,6,7,,1699894
1210,3,2,"Single",1949,"ForcedAir","Central",,2,8,,,1387163
4170,5,5,"Single",1992,"ForcedAir","Central",,9,8,8,,5299851
,4,,"Single",1947,,,,2,8,,,914356
,3,,"Single",1964,,,,2,5,8,,963235
2650,4,4,"Single",1990,"ForcedAir","Central",,9,8,8,,3597333
4968,5,6,"Single",2010,"ForcedAir","Central",,9,8,8,,6615600
3010,4,3,"Single",1941,"ForcedAir",,,8,8,8,,3401774
1993,4,3,"Single",2007,"ForcedAir","Central",,8,8,8,,2682457
1200,2,2,"Condo",1968,"ForcedAir","Central",,9,8,,,1200000
5515,5,5,"Single",2007,"ForcedAir","Central",,9,8,,,6735536
739,1,1,"Condo",1968,"ForcedAir","Central",,9,8,,,749520
1870,3,2,"Single",1954,"ForcedAir","Central",,8,8,8,,3083650
2475,3,3,"Single",1965,"ForcedAir","Central",,8,8,8,,2488020
1860,2,2,"Condo",1978,"ForcedAir",,,9,8,,,1660674
2960,4,3,"Single",1997,"ForcedAir","Central",,8,8,8,,4034284
1640,4,3,"Single",1950,"Wall",,,9,8,8,,3800001
2610,4,3,"Single",1948,"Wall",,,9,8,8,,4696397
1420,2,1,"Single",1937,"ForcedAir","Central",,8,8,8,,1851136
2030,4,2,"Single",1961,"ForcedAir","Central",,9,8,,,2995001
2140,3,3,"Single",1976,,"Central",,9,8,,,1376340
980,3,1,"Single",1955,"Gas",,,8,8,8,,2211210
1097,2,2,"Condo",1965,"ForcedAir",,,9,8,,,1099002
1215,2,2,"Condo",1975,"ForcedAir",,,8,8,8,,747304
3693,5,3,"Single",1948,"ForcedAir","Central",,9,8,8,,6054842
1880,4,3,"Single",1948,"ForcedAir",,,9,8,8,,5781708
2810,4,3,"Single",1949,"ForcedAir",,,9,8,8,,3745492
1500,3,2,"Single",1966,"ForcedAir",,,9,8,8,,2801802
2790,5,3,"Single",1952,"Baseboard",,,9,8,8,,3900853
5430,6,7,"Single",1999,"ForcedAir","Central",,9,8,8,,5734567
2280,3,3,"Townhouse",1974,"ForcedAir","Central",,9,8,,,1946552
1360,3,3,"Townhouse",2014,"ForcedAir","Central",,9,8,8,,1825004
4140,4,6,"Single",2012,"ForcedAir","Central",,9,8,,,6395772
2550,3,2,"Single",1974,"ForcedAir","Central",,9,8,,,3352352
1951,4,4,"Single",2008,"ForcedAir","Central",,8,8,8,,2507149
1850,3,2,"Townhouse",1971,"ForcedAir","Central",,9,8,,,1848018
,3,,"Single",1937,,,,9,8,8,,2051840
1020,2,1,"Single",1948,,,,8,8,8,,1427283
,3,,"Single",1951,,,,2,8,,,987527
5415,7,6,"Single",2015,"ForcedAir","Central",,9,8,8,,7122384
2700,8,3,"Single",1900,"ForcedAir",,,2,5,6,,2031530
2080,3,3,"Townhouse",1981,"ForcedAir","Central",,8,8,8,,2366518
3570,3,4,"Single",1979,"ForcedAir","Central",,9,8,,,5377585
3380,4,4,"Townhouse",1979,"ForcedAir","Central",,9,8,,,2318322
5088,6,5,"Single",2003,"ForcedAir","Central",,9,8,8,,6543833
1650,3,3,"Single",2019,"ForcedAir","Central",,8,8,8,,2708181
2510,4,3,"Single",1955,"ForcedAir",,,8,8,8,,3203807
2490,4,3,"Single",1977,"ForcedAir",,,8,8,8,,3108638
1672,3,4,"Condo",2018,"ForcedAir","Central",,9,8,8,,2299613
,3,,"Single",1952,,,,2,8,,,913344
1970,2,3,"Condo",1976,"ForcedAir","Central",,9,8,,,1654216
3576,6,8,"Townhouse",2018,"ForcedAir","Central",,9,8,8,,4717602
1200,3,1,"Single",1946,"Gas",,,8,8,8,,1298010
1385,2,2,"Condo",1973,"ForcedAir","Central",,8,8,8,,1998806
2070,3,3,"Townhouse",1976,"ForcedAir","Central",,9,8,,,2012998
2360,3,3,"Single",1965,"ForcedAir","Central",,9,8,,,2837167
2060,3,2,"Single",1956,"ForcedAir",,,9,8,,,2309000
2400,4,3,"Single",1947,"ForcedAir",,,2,5,8,,1955716
2680,4,3,"Single",1991,"ForcedAir","Central",,9,8,8,,3751422
4500,4,5,"Single",1975,"ForcedAir","Central",,9,8,,,4130245
1460,4,2,"Single",1950,"Wall",,,2,8,,,1249555
1904,3,4,"Condo",2018,"ForcedAir","Central",,9,8,8,,2503787
,,,"Multiple",1956,"ForcedAir",,,8,8,8,,3989146
2970,3,3,"Condo",1973,"ForcedAir","Central",,8,8,8,,4134307
1627,3,3,"Townhouse",1968,"ForcedAir","Central",,9,8,,,1532651
1897,3,3,"Single",2013,"ForcedAir","Central",,2,5,8,,1875412
2655,5,4,"Single",1937,"ForcedAir",,,9,9,9,,2986332
3458,4,3,"Single",1993,,"Central",,9,9,9,,2553888
5072,7,5,"Single",1969,"Baseboard",,,9,9,9,,3017736
1124,2,3,"Condo",1965,"ForcedAir",,,9,9,9,,973957
1689,3,1,"Single",1949,,,,9,9,9,,1271100
1918,3,2,"Single",1953,,,,9,9,9,,1406201
2205,4,2,"Single",1960,"ForcedAir",,,9,9,9,,2200041
2505,3,2,"Single",1954,"ForcedAir",,,9,9,9,,2509999
2277,3,2,"Single",1953,,,,9,9,9,,1775793
2311,3,4,"Single",1925,,,,9,9,9,,1617582
3122,3,4,"Single",1950,,,,9,9,9,,3611310
2400,4,3,"Single",1971,,,,9,9,9,,1349429
1740,3,2,"Single",2011,"Wall",,,9,9,9,,1470494
2491,4,4,"Multiple",1943,"ForcedAir",,,9,9,9,,1999743
2407,4,3,"Single",1965,,,,9,9,9,,1587610
2268,4,3,"Single",1954,,,,9,9,9,,1294341
5334,6,6,"Single",1986,"ForcedAir",,,9,9,9,,5814993
2581,5,4,"Single",1968,"ForcedAir",,,9,9,9,,1898770
,4,,"Single",1951,,,,9,9,9,,1253995
5607,6,6,"Single",2000,"ForcedAir",,,9,9,9,,3043711
,5,,"Single",1949,"ForcedAir",,,9,9,9,,1933150
1500,2,2,"Single",1941,"ForcedAir",,,9,9,9,,713157
,2,,"Multiple",1900,,,,9,9,9,,1234274
2736,4,4,"Single",2019,,,,9,9,9,,2928777
3120,4,3,"Single",1952,"ForcedAir",,,9,9,9,,2919570
,6,,"Multiple",1984,,,,9,9,9,,3343297
1035,2,2,"Condo",1979,,,,9,9,9,,708776
,4,,"Single",1947,"ForcedAir","Central",,9,9,9,,1308311
2962,4,4,"Single",1975,,,,9,9,9,,2695013
2960,4,2,"Single",1928,,,,9,9,9,,3740785
3230,5,3,"Single",1900,"ForcedAir",,,9,9,9,,3732046
1065,2,2,"Single",1924,"Wall",,,9,9,9,,824797
,3,,"Multiple",1935,"Wall",,,9,9,9,,1060720
2325,4,3,"Single",1937,"ForcedAir",,,,,,,1881169
,2,,"Single",1969,"Wall",,,9,9,9,,620298
1727,3,3,"Single",1991,,,,9,9,9,,1407546
,,,,,,,,9,9,9,,748723
1912,4,3,"Single",1903,"ForcedAir",,,9,9,9,,1816872
,6,,"Multiple",1951,,,,9,9,9,,2901307
,3,,"Single",1955,,,,9,9,9,,972050
2515,4,5,"Single",1968,,,,9,9,9,,1301569
1630,4,2,"Single",1922,,,,9,9,9,,1634695
2130,3,3,"Single",1959,,,,9,9,9,,1718810
1494,4,3,"Single",1905,,,,9,9,9,,1375221
1825,3,3,"Single",1929,,,,9,9,9,,1698266
2434,4,3,"Single",1990,,,,9,9,9,,1843702
2425,4,4,"Single",1968,"ForcedAir",,"3 spaces",9,7,9,17189,2359808
1756,2,2,"Condo",2007,"ForcedAir","Central","Garage",7,7,9,17959,1749999
,4,,"Single",1955,,,"Garage",7,7,9,1315,1178368
4280,5,4,"Single",1988,"ForcedAir",,"3 spaces",9,7,9,26689,2506473
4140,5,6,"Single",2008,"ForcedAir","Central","Garage",9,7,9,24186,3707314
2910,3,3,"Single",1980,"ForcedAir",,"Garage",7,7,9,8044,2213625
1430,3,2,"Single",1948,"ForcedAir",,"Garage",9,7,9,1412,1576343
,3,,"Single",1928,"ForcedAir","Central","Garage",7,7,9,1655,1206979
920,3,1,"Single",1944,,,"2 spaces",7,7,9,8444,1187360
2220,3,3,"Single",1926,,,"Garage",9,7,9,1746,2142874
2030,4,2,"Single",1959,"ForcedAir",,"Garage",7,7,9,2023,2425354
2440,4,4,"Single",1973,"ForcedAir","Central","4 spaces",9,7,9,13185,2163217
2030,6,6,"Single",1949,"ForcedAir","Central","2 spaces",9,7,9,16362,2122580
1170,3,1,"Single",1945,"ForcedAir",,"Garage",7,7,9,1557,1274968
1150,2,2,"Condo",1973,"Baseboard",,"Garage",7,7,9,3422,826493
1290,3,1,"Single",1948,"ForcedAir",,"Garage",9,7,9,1321,1425528
,4,,"Single",1964,,,"Garage",7,7,9,6596,1282290
2290,4,3,"Single",1948,"ForcedAir",,"3 spaces",9,7,9,18183,2119905
1360,4,2,"Single",1953,,,"Garage",5,7,9,1310,1199999
1600,3,2,"Single",1941,"ForcedAir",,"Garage",7,7,9,19149,1885343
2380,4,3,"Single",1977,"ForcedAir",,"2 spaces",9,7,9,19449,2065828
,2,,"Single",1927,,,"Garage",7,7,9,7582,1119940
1196,2,2,"Condo",2010,"ForcedAir","Central","Garage",7,7,9,11344,1069999
2433,4,5,"Single",1935,"ForcedAir",,"2 spaces",7,7,9,3421,1951789
1555,2,2,"Condo",2019,"ForcedAir","Central","2 spaces",7,8,9,,984512
1717,4,3,"Single",1978,"ForcedAir",,"2 spaces",7,9,9,7989,1201480
1780,4,2,"Mobile",,,,,8,9,9,,400381
1458,3,3,"Townhouse",2019,,,,9,7,7,3764,952972
1774,2,4,"Townhouse",2019,,"Central",,3,8,9,4881,985106
1786,3,3,"Townhouse",2019,,,,7,8,9,,1042044
1774,2,4,"Condo",2019,"ForcedAir","Central","2 spaces",3,8,9,4568,990186
,3,,"Single",1954,,,"2 spaces",7,9,9,801,704063
,3,,"Single",1962,,,"2 spaces",7,8,9,2550,751861
1555,2,3,"Townhouse",2019,,,,7,8,9,,1032002
1881,4,3.5,"Townhouse",2019,,,,9,7,7,,1206721
863,2,1,"Condo",1979,,,"Garage",9,9,9,5971,520037
3376,6,3,"Single",1979,"ForcedAir","Central",,8,9,9,6803,1277314
1695,2,3,"Townhouse",2019,,,,3,8,9,3001,1016596
1695,2,3,"Townhouse",2019,,,,7,8,9,,1057008
1666,3,4,"Townhouse",2019,"ForcedAir","Central","Garage",7,9,9,3845,928999
,4,,"Single",1971,,,"2 spaces",8,9,9,9383,1023672
1242,3,2,"Single",1970,"ForcedAir","Central","2 spaces",7,9,9,10544,1024917
1782,4,3.5,"Townhouse",2019,,,,9,7,7,,1153641
1867,3,4,"Townhouse",2019,"ForcedAir","Central","Garage",3,8,9,,1118007
,3,,"Single",1972,,,"2 spaces",9,9,9,4426,946498
2046,2,4,"Townhouse",2019,,,,7,8,9,,1099785
2219,3,4,"Townhouse",2019,"ForcedAir","Central",,7,8,9,,1248880
1504,3,4,"Townhouse",2009,,"Central","1 space",8,9,9,7963,1113997
1454,3,3,"Townhouse",2019,,,,9,7,7,,978839
1727,3,3,"Townhouse",2019,,,,9,7,7,,1064907
1782,3,2.5,"Townhouse",2019,,,,9,7,7,,1097596
1206,1,2,"Townhouse",2019,,,,7,8,9,,764792
2046,2,4,"Townhouse",2019,"ForcedAir","Central",,7,8,9,,1081380
1774,2,4,"Townhouse",2019,,,,7,8,9,,1040001
1427,3,3,"Townhouse",2019,,,,7,8,9,,1007544
1442,2,3,"Townhouse",2019,,,,7,8,9,,869569
2021,3,3,"Townhouse",2019,"ForcedAir","Central",,7,8,9,,1081836
1555,2,3,"Townhouse",2019,,,,3,8,9,2844,987427
1774,2,4,"Condo",2019,"ForcedAir","Central","Garage",7,8,9,,999999
1881,3,2.5,"Townhouse",2019,,,,,,,,1163250
1838,3,2,"Condo",2018,"ForcedAir","Central","Garage",7,8,9,,1064828
1708,3,4,"Townhouse",2019,,,,7,8,9,,1042003
2219,3,3.5,"Townhouse",2019,,,,7,8,9,,1234603
1180,3,2,"Townhouse",1971,,"Wall","Garage",9,8,9,5841,711796
1887,3,3.5,"Townhouse",2019,,,,7,8,9,,1164211
,2,,"Condo",1979,,,"Garage",9,9,9,2532,523188
676,1,1,"Condo",2007,"Wall","Wall","1 space",3,8,9,1949,405445
2035,3,4,"Townhouse",2018,"ForcedAir","Central","Garage",7,8,9,7887,988020
1530,3,2,"Condo",2005,"ForcedAir","Central","1 space",7,8,9,7135,836346
1072,1,2,"Townhouse",2019,,,,7,8,9,,699994
1182,3,2,"Single",1962,"ForcedAir",,"Garage",7,8,9,2609,966268
,4,,"Single",1988,,,"2 spaces",9,8,9,4526,1094163
1358,4,2,"Single",1965,"ForcedAir",,"2 spaces",7,9,9,1089,1019579
1454,3,3,"Townhouse",,"ForcedAir","Central",,9,7,7,,988885
1310,2,3,"Townhouse",2014,"ForcedAir","Central","2 spaces",7,8,9,8232,914722
2021,3,3,"Townhouse",2019,,,,7,8,9,,1117005
842,2,1,"Condo",2007,"ForcedAir","Wall","Garage",3,8,9,4661,448000
1111,2,2,"Townhouse",2019,,,,7,8,9,,708643
2110,5,3,"Single",1950,,"Wall","Garage",7,8,9,4484,2648402
1253,3,2,"Single",1962,"ForcedAir",,"2 spaces",8,9,9,4671,965872
1832,3,4,"Townhouse",2019,"ForcedAir","Central","Garage",7,9,9,,949002
1247,2,2,"Townhouse",,,,,7,8,9,,854996
842,2,1,"Condo",2007,,"Wall","Garage",3,8,9,5227,456413
1236,2,3,"Townhouse",2019,"ForcedAir","Central","Garage",7,9,9,6780,835005
1782,3,3,"Townhouse",2019,,,,9,7,7,,1104686
2549,3,3,"Townhouse",2019,,,,7,8,9,,1202005
1072,2,2,"Townhouse",2019,,,,7,8,9,,780737
,4,,"Single",1998,,,"2 spaces",7,8,9,7098,1172164
2035,3,3.5,"Townhouse",2019,,,,7,8,9,,1214809
2476,3,4,"Townhouse",2019,,,,7,8,9,,1147005
5407,5,7,"Single",1939,"ForcedAir","Central","2 spaces",10,9,10,33593,3877059
4097,5,5,"Single",1952,"ForcedAir",,"2 spaces",10,9,10,20725,4008930
,3,,"Single",1903,,,"2 spaces",10,9,10,18657,1490583
2260,4,2,"Single",1952,"ForcedAir","Wall","1 space",10,9,10,2993,2126251
13674,6,10,"Single",1994,"ForcedAir","Central","4 spaces",9,9,10,70769,22379227
1514,4,2,"Townhouse",1965,"ForcedAir","Central",,9,10,9,,822500
1687,3,3,"Townhouse",1972,"ForcedAir","Central",,9,10,10,,711088
1960,3,3,"Single",2019,,,,9,10,9,,1165007
2632,4,3,"Single",1973,"ForcedAir",,,9,10,10,,1458730
2342,4,4,"Single",2019,,,,9,10,9,,1175149
2010,3,3,"Single",2019,"Gas","Central",,9,10,9,,1120223
2355,4,4,"Single",2019,,,,9,10,9,,1260007
1473,3,2,"Condo",1970,"ForcedAir","Central",,9,10,10,,631260
2010,3,3,"Single",2019,,,,9,10,9,,1105007
2743,5,3,"Single",1975,"ForcedAir","Central",,9,10,10,,1413019
4076,4,4,"Single",2019,"ForcedAir","Central",,9,10,10,,2294699
4721,5,6,"Single",2019,,,,9,10,10,,2154632
1842,3,2,"Single",1978,"ForcedAir","Central",,9,10,9,,1254480
1801,3,3,"Single",2019,,,,9,10,9,,1066381
3315,4,4,"Single",2019,"ForcedAir","Central",,9,10,10,,2210616
4643,5,5,"Single",1977,"ForcedAir","Central",,9,10,10,,1775757
2323,4,4,"Single",2019,,,,9,10,9,,1165003
3845,4,4,"Single",2000,"ForcedAir","Central",,9,10,10,,2168920
4382,5,5,"Single",1990,"ForcedAir","Central",,9,10,10,,1816044
2341,4,4,"Condo",2019,"Gas","Central",,9,10,10,,1253762
1801,3,3,"Condo",,"ForcedAir","Central",,9,10,10,,1072696
2825,4,2,"Single",1988,"ForcedAir","Central",,9,10,10,,1327209
,5,,"Single",1968,,,,9,10,10,,1469513
1819,3,2,"Single",1989,"ForcedAir","Central",,9,10,9,,1001304
3131,4,4,"Single",2019,,,,9,10,10,,1915499
2259,4,4,"Single",2019,,,,9,10,9,,1230003
1932,3,3,"Single",2019,,,,9,10,9,,1085008
2323,4,4,"Single",2019,,,,9,10,9,,1170169
,3,,"Single",1972,,,,9,10,10,,1147900
669,1,1,"Condo",1962,"Wall","Wall",,9,10,10,,372520
4787,5,5,"Single",2019,"ForcedAir","Central",,9,10,10,,2306533
1932,3,3,"Single",2019,,,,9,10,9,,1092793
2543,4,3,"Single",1986,"ForcedAir","Central",,9,10,10,,1600716
3710,4,4,"Single",1988,"ForcedAir","Central",,9,10,10,,1501044
3018,5,3,"Single",2006,,"Central",,4,4,8,,1321022
2808,4,3,"Single",1997,"ForcedAir","Central",,2,6,8,,1099999
2435,4,3,"Single",1997,"ForcedAir","Central",,4,6,8,,1088006
1409,3,3,"Townhouse",2018,"ForcedAir","Central",,7,4,8,,745650
2133,4,4,"Condo",2015,"ForcedAir","Central",,3,6,8,,790590
2492,4,3,"Single",1997,"ForcedAir","Central",,4,4,8,,1195006
2524,4,3,"Single",1977,"ForcedAir","Central",,6,4,7,,1199668
2142,4,3,"Single",2016,"ForcedAir","Central",,4,6,8,,999996
2438,4,3,"Single",2019,,,,3,6,8,,1153268
2001,2,2,"Single",1979,"ForcedAir","Central",,9,9,9,,981452
,5,,"Single",1998,,,,6,6,8,,1070302
1996,5,3,"Single",1977,"ForcedAir","Central",,6,7,,,939511
,3,,"Single",1999,,,,3,6,8,,591123
3516,4,3,"Single",1989,"ForcedAir","Central",,7,4,7,,1505488
1296,2,3,"Mobile",1981,"ForcedAir","Central",,2,8,,,421883
3604,5,4,"Single",2004,"ForcedAir","Central",,6,4,7,,1325012
2952,4,3.5,"Townhouse",2019,,,,6,6,7,,1401596
2505,4,3,"Single",2017,"ForcedAir","Central",,4,6,8,,912871
2144,3,3,"Single",1977,"ForcedAir",,,2,4,7,,1160728
1204,2,2,"Mobile",1981,"ForcedAir","Central",,2,8,,,440148
3523,6,4,"Single",2001,"ForcedAir","Central",,3,6,8,,1124042
1743,4,2,"Single",1972,"ForcedAir","Central",,5,6,8,,981147
1104,2,2,"Condo",1987,"ForcedAir","Central",,6,7,,,545890
3031,4,5,"Single",2005,"ForcedAir","Central",,,,,,1196783
3533,5,3,"Single",1976,,,,6,4,7,,1154806
2709,5,3,"Condo",2017,"ForcedAir","Central",,4,6,8,,981897
1093,2,3,"Condo",1992,"ForcedAir","Central",,5,6,8,,618785
2836,4,3,"Single",1977,,"Central",,2,6,8,,1596175
3263,5,3,"Single",1990,"ForcedAir","Central",,3,6,8,,1225010
5078,4,4,"Single",2006,"ForcedAir","Central",,6,6,8,,2474464
2720,4,3,"Single",2019,"ForcedAir","Central",,6,7,,,999351
1258,4,3,"Single",1920,"ForcedAir","Central",,2,4,7,,950121
3556,4,4,"Single",1977,"ForcedAir","Central",,2,6,8,,1985944
1512,2,2,"Mobile",1980,"ForcedAir","Central",,2,8,,,550000
1835,3,3,"Single",2001,"ForcedAir","Central",,4,6,8,,838130
2670,5,3,"Single",1981,"ForcedAir","Central",,7,4,8,,995831
1986,4,3,"Condo",2019,"ForcedAir","Central",,6,4,7,,782830
3649,5,4,"Townhouse",2019,,,,6,6,7,,1490632
4150,3,4,"Single",1971,"ForcedAir","Central",,2,6,8,,1642454
1516,3,2,"Single",1940,,,,2,6,8,,673613
3401,4,4,"Single",2004,"ForcedAir","Central",,6,6,7,,1317925
1248,2,2,"Mobile",1977,"Gas",,,2,6,8,,228207
2426,4,5,"Townhouse",2018,"ForcedAir","Central",,7,4,8,,893333
2250,4,3,"Single",1977,"ForcedAir",,,2,8,,,848622
3955,5,4,"Single",2007,"ForcedAir","Central",,2,4,7,,1270011
2856,4,3,"Townhouse",2019,,,,6,6,8,,1393622
2530,4,3,"Single",1975,,,,4,4,8,,1041216
1365,2,2,"Condo",1986,"ForcedAir","Central",,2,4,8,,602209
,,,"Multiple",1920,"ForcedAir","Central",,2,4,7,,1741536
2165,4,3,"Single",1994,"ForcedAir","Central",,2,4,8,,1001394
1716,3,2,"Mobile",2004,"ForcedAir","Central",,2,8,,,456907
2886,4,3,"Single",1982,"ForcedAir","Central",,2,4,8,,1097034
5100,5,6,"Single",1975,"ForcedAir","Central",,6,7,,,1758044
2550,5,3,"Single",1995,"ForcedAir","Central",,7,4,8,,1050315
2850,5,3,"Single",1985,"ForcedAir","Central",,2,6,8,,899953
1260,2,3,"Townhouse",1984,"ForcedAir","Central",,3,6,8,,595698
2820,3,3,"Single",2019,"ForcedAir","Central",,6,7,,,1021915
1559,3,3,"Condo",2019,"ForcedAir","Central",,6,4,7,,681552
1647,3,3,"Townhouse",2018,"ForcedAir","Central",,7,4,8,,853169
2450,4,3,"Single",2010,"ForcedAir","Central",,2,6,8,,1157611
3418,5,4.5,"Townhouse",2019,,,,6,6,7,,1434586
2695,5,4.5,"Single",2019,,,,3,6,8,,1243441
1516,2,2,"Mobile",1981,"ForcedAir","Central",,2,8,,,420946
1796,4,2.5,"Single",2019,,,,3,6,8,,1052443
,4,,"Single",1979,,,,7,4,7,,1174743
3139,4,3.5,"Single",1984,,,,2,6,8,,1355619
1390,2,2,"Single",1997,"ForcedAir","Central",,2,8,,,799004
1920,3,2,"Single",1995,"ForcedAir","Central",,3,6,8,,949006
4400,4,4,"Single",1978,"ForcedAir","Central",,4,4,8,,1715380
,4,,"Single",2017,,,,4,6,8,,820164
1881,4,3,"Single",1987,"ForcedAir","Central",,6,6,7,,1372777
1536,2,2,"Mobile",1977,"ForcedAir","Central",,2,8,,,323548
2868,4,2,"Single",1983,"ForcedAir",,,7,4,7,,1326258
3524,5,4,"Single",1999,"ForcedAir","Central",,6,7,,,1359007
1605,3,2,"Single",1976,"ForcedAir","Central",,7,4,8,,910005
2009,4,4,"Townhouse",2018,"ForcedAir","Central",,7,4,8,,805720
1409,3,2.5,"Townhouse",2019,"ForcedAir","Central",,6,4,7,,667503
,4,,"Single",1975,,,,6,6,7,,703007
2109,4,3,"Townhouse",2018,"ForcedAir","Central",,7,4,8,,894358
,,,"Multiple",1964,"ForcedAir","Central",,2,4,7,,1758311
1791,3,3,"Single",2019,,,,3,6,8,,1075901
2354,4,3,"Single",1965,"ForcedAir","Central",,6,4,7,,974632
1647,3,3,"Townhouse",2019,"ForcedAir","Central",,7,4,8,,805604
1204,2,2,"Mobile",1984,"ForcedAir","Central",,2,8,,,383433
1773,3,3,"Townhouse",2015,"ForcedAir","Central",,3,6,8,,748006
3166,4,4,"Townhouse",2019,,,,6,6,7,,1424450
3349,4,4,"Single",2006,"ForcedAir","Central",,6,6,7,,1630571
1450,3,2,"Single",1977,,"Wall",,7,4,7,,977198
2434,4,3,"Single",1979,"ForcedAir",,,2,4,7,,944257
1260,2,3,"Townhouse",1986,"ForcedAir",,,3,6,8,,621662
1350,2,2,"Single",1997,"ForcedAir","Central",,2,8,,,729002
3930,5,5,"Townhouse",2019,,,,6,6,7,,1531842
1536,3,2,"Mobile",1977,"ForcedAir","Central",,2,4,8,,343332
,3,,"Single",1995,,,,7,4,8,,624669
3577,4,4,"Single",2006,"ForcedAir","Central",,6,6,7,,1366792
1652,3,2,"Mobile",2001,,,,4,6,8,,312613
,,,"Multiple",1971,"ForcedAir",,,7,7,9,,3603564
,3,,"Single",1962,,,,7,6,9,,1235995
606,1,1,"Condo",1963,"Wall",,,9,6,9,,697930
1687,3,4,"Townhouse",2019,,,,7,7,9,,1767822
,,,"Multiple",1965,"ForcedAir",,,8,7,9,,1995155
1783,4,4,"Townhouse",2019,"ForcedAir","Central",,6,6,9,,1519702
,4,,"Single",1997,,,,8,6,9,,1683194
1687,3,4,"Townhouse",2019,,,,,,,,1756240
1295,2,2.5,"Townhouse",2019,,,,7,7,9,,1332691
1336,3,2,"Single",2019,"ForcedAir","Central",,7,7,9,,1734773
1732,3,4,"Townhouse",2019,,,,7,7,9,,1774435
1667,3,3,"Townhouse",1982,"Wall",,,7,7,9,,1783791
2008,3,4,"Townhouse",2019,,,,7,7,9,,1817865
,3,,"Single",1955,,,,7,6,9,,1521564
1732,3,3.5,"Townhouse",2019,,,,7,7,9,,1680097
,,,"Multiple",1979,"ForcedAir","Wall",,8,6,9,,2673188
1409,3,2,"Single",1953,"ForcedAir",,,7,7,9,,1902921
,3,,"Single",1962,,,,7,6,9,,1249399
